CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
1,Male,38,66.0,7.0
2,Female,49,93.0,14.0
3,Male,40,44.0,79.0
4,Male,50,120.0,7.0
5,Male,20,65.0,9.0
6,Female,35,95.0,48.0
7,Male,42,147.0,72.0
8,Male,59,43.0,59.0
9,Male,48,146.0,87.0
10,Female,20,88.0,93.0
11,Male,57,31.0,82.0
12,Male,63,98.0,95.0
13,Male,41,83.0,94.0
14,Male,67,48.0,39.0
15,Female,49,20.0,99.0
16,Male,64,67.0,18.0
17,Female,39,140.0,59.0
18,Female,40,57.0,17.0
19,Female,19,129.0,14.0
20,Male,44,125.0,31.0
21,Female,59,94.0,24.0
22,Male,19,109.0,99.0
23,Female,43,132.0,60.0
24,Female,34,22.0,45.0
25,Female,57,146.0,98.0
26,Female,50,118.0,3.0
27,Female,26,146.0,37.0
28,Female,60,39.0,43.0
29,Female,65,110.0,40.0
30,Female,56,107.0,90.0
31,Male,46,75.0,55.0
32,Male,59,136.0,87.0
33,Female,43,65.0,39.0
34,Female,52,35.0,15.0
35,Female,67,19.0,4.0
36,Male,42,106.0,93.0
37,Female,41,75.0,86.0
38,Male,30,36.0,25.0
39,Male,24,84.0,13.0
40,Male,53,15.0,82.0
41,Male,62,147.0,33.0
42,Male,37,26.0,16.0
43,Female,18,104.0,42.0
44,Female,25,60.0,66.0
45,Female,63,48.0,55.0
46,Female,33,92.0,99.0
47,Female,31,59.0,42.0
48,Male,29,87.0,34.0
49,Female,68,40.0,30.0
50,Female,40,61.0,13.0
51,Male,32,135.0,13.0
52,Female,45,70.0,18.0
53,Male,51,108.0,32.0
54,Female,19,121.0,96.0
55,Male,49,77.0,99.0
56,Female,40,62.0,39.0
57,Female,39,75.0,46.0
58,Male,68,95.0,29.0
59,Male,42,40.0,62.0
60,Male,39,50.0,93.0
61,Male,39,15.0,62.0
62,Male,66,22.0,57.0
63,Male,69,127.0,16.0
64,Male,59,113.0,56.0
65,Male,23,61.0,10.0
66,Female,32,141.0,30.0
67,Female,60,70.0,25.0
68,Male,54,28.0,84.0
69,Female,50,42.0,5.0
70,Female,25,92.0,65.0
71,Female,61,144.0,94.0
72,Female,61,123.0,49.0
73,Male,22,28.0,3.0
74,Female,56,70.0,45.0
75,Male,21,129.0,14.0
76,Female,23,21.0,30.0
77,Female,62,17.0,68.0
78,Female,49,125.0,18.0
79,Male,69,121.0,62.0
80,Female,47,32.0,37.0
81,Male,64,52.0,25.0
82,Female,52,129.0,48.0
83,Male,57,29.0,65.0
84,Female,69,133.0,53.0
85,Male,33,42.0,79.0
86,Male,30,53.0,73.0
87,Female,67,31.0,15.0
88,Male,59,100.0,49.0
89,Female,47,140.0,88.0
90,Female,36,58.0,68.0
91,Female,34,39.0,12.0
92,Female,36,27.0,59.0
93,Female,45,39.0,37.0
94,Female,43,82.0,61.0
95,Female,54,81.0,43.0
96,Female,43,123.0,70.0
97,Female,40,125.0,39.0
98,Female,26,125.0,56.0
99,Female,29,48.0,63.0
100,Male,18,125.0,46.0
101,Male,18,22.0,88.0
102,Female,64,127.0,11.0
103,Female,51,97.0,62.0
104,Female,49,56.0,77.0
105,Female,65,115.0,98.0
106,Female,42,20.0,25.0
107,Female,57,40.0,71.0
108,Female,62,78.0,52.0
109,Female,18,73.0,4.0
110,Male,33,123.0,59.0
111,Female,56,135.0,72.0
112,Male,22,47.0,20.0
113,Female,39,35.0,93.0
114,Female,46,84.0,63.0
115,Male,20,126.0,54.0
116,Female,29,18.0,74.0
117,Male,43,108.0,98.0
118,Female,33,89.0,57.0
119,Female,68,76.0,90.0
120,Male,54,108.0,41.0
121,Female,39,109.0,3.0
122,Male,46,69.0,6.0
123,Female,31,145.0,5.0
124,Male,45,45.0,5.0
125,Male,22,54.0,54.0
126,Female,64,50.0,47.0
127,Female,66,20.0,87.0
128,Male,47,80.0,49.0
129,Female,63,89.0,9.0
130,Female,69,18.0,99.0
131,Female,22,93.0,20.0
132,Male,29,148.0,61.0
133,Male,33,132.0,35.0
134,Male,43,127.0,50.0
135,Male,43,108.0,82.0
136,Male,65,76.0,62.0
137,Male,38,93.0,17.0
138,Male,56,40.0,88.0
139,Male,53,58.0,3.0
140,Male,50,147.0,32.0
141,Female,47,84.0,99.0
142,Male,54,132.0,13.0
143,Female,40,82.0,89.0
144,Female,27,33.0,73.0
145,Female,22,34.0,68.0
146,Male,53,127.0,14.0
147,Male,51,61.0,98.0
148,Male,69,15.0,11.0
149,Male,48,104.0,56.0
150,Female,27,78.0,67.0
151,Male,36,52.0,92.0
152,Male,49,51.0,29.0
153,Male,18,140.0,9.0
154,Male,22,114.0,67.0
155,Male,62,91.0,25.0
156,Female,21,17.0,98.0
157,Male,33,148.0,76.0
158,Female,41,24.0,42.0
159,Male,33,19.0,9.0
160,Female,19,144.0,79.0
161,Male,66,27.0,40.0
162,Male,45,144.0,25.0
163,Female,49,98.0,5.0
164,Female,44,79.0,11.0
165,Female,37,77.0,59.0
166,Male,41,115.0,98.0
167,Female,29,87.0,88.0
168,Male,67,31.0,79.0
169,Male,52,23.0,38.0
170,Female,50,52.0,72.0
171,Female,50,108.0,5.0
172,Male,68,109.0,48.0
173,Male,60,63.0,90.0
174,Female,54,83.0,18.0
175,Female,29,76.0,70.0
176,Female,20,92.0,37.0
177,Male,18,131.0,60.0
178,Male,50,134.0,48.0
179,Male,57,90.0,77.0
180,Male,27,49.0,28.0
181,Male,60,15.0,69.0
182,Male,61,54.0,77.0
183,Female,46,78.0,81.0
184,Male,30,74.0,40.0
185,Male,29,78.0,45.0
186,Male,48,107.0,96.0
187,Female,63,86.0,62.0
188,Male,19,25.0,93.0
189,Male,68,119.0,58.0
190,Female,67,28.0,67.0
191,Male,52,74.0,56.0
192,Male,40,44.0,40.0
193,Male,34,49.0,98.0
194,Male,43,19.0,40.0
195,Male,25,97.0,91.0
196,Female,46,137.0,77.0
197,Female,43,92.0,33.0
198,Female,27,76.0,6.0
199,Male,43,146.0,88.0
200,Male,51,103.0,19.0
201,Male,68,56.0,80.0
202,Female,58,103.0,40.0
203,Male,24,54.0,92.0
204,Male,21,86.0,97.0
205,Female,67,53.0,59.0
206,Male,62,118.0,59.0
207,Female,28,28.0,48.0
208,Female,46,46.0,41.0
209,Female,53,139.0,13.0
210,Male,42,111.0,45.0
211,Male,38,37.0,89.0
212,Male,53,77.0,53.0
213,Male,27,67.0,42.0
214,Male,54,118.0,100.0
215,Male,26,118.0,63.0
216,Male,41,53.0,27.0
217,Female,52,148.0,38.0
